product_type,product_name,product_desc,product_price,product_brand,product_model,product_wifi,product_bluetooth,product_cpu,product_graphicscard,product_graphicsmemory,product_memory,product_storage,product_dimensions,product_weight
Desktops QWERTY,"HP Pavilion 570-p081nd","Op de HP Pavilion 570-p081nd werk je je administratie bij en bewerk je foto's. Je programma's zijn in enkele seconden klaar voor gebruik dankzij de 128 GB PCIe SSD, die nog sneller is dan een traditionele SSD. Het 16 GB werkgeheugen zorgt ervoor dat deze desktop zware processen snel uitvoert.  Voor films en foto's uit je collectie is ruimte zat op de 1 TB harde schijf. Pak de desktop uit en sluit hem aan op een monitor en ga dan meteen aan de gang.","649,-","HP","1NG42EA#ABH","Wireless AC","4.2","AMD A10 9700","AMD Radeon R7","2000 MB","16 GB","128 GB SSD + 1 TB HDD","16,3 cm x 31,5 cm x 30,7 cm","5,7 kg"
Desktops QWERTY,"HP 260-a133nd","De HP 260-a133nd is geschikt om films op te kijken, de boekhouding te doen of een film te downloaden voor je digitale bibliotheek. Het 8 GB RAM geheugen zorgt ervoor dat je zonder moeite de meest recente vakantiekiekjes bewerkt voordat je ze bundelt in een album. Zelfs al maak je duizenden foto's, je bewaart ze allemaal op de 1 TB harde schijf. Ook voor je collectie films en series is meer dan genoeg ruimte. Het enige wat je nodig hebt om aan de slag te gaan met deze desktop is een monitor en aansluitkabels.","399,-","HP","1EU20EA#ABH","Wireless N, Wireless G, Wireless B","4.0","AMD A8 7410","AMD Radeon R5","None","8 GB","1 TB harde schijf","10 cm x 30,7 cm x 27,5 cm","4,4 kg"
Desktops QWERTY,"Intel Compute Stick 2016 (Windows 10)","Met de Intel Compute Stick (Windows 10) haal je een volwaardige windows 10 pc in huis, ter grootte van een flinke usb stick. Sluit de stick aan via HDMI aansluiting op je tv of monitor en je kunt direct aan de slag. Gebruik de stick voor je dagelijkse werkzaamheden, zoals tekstverwerken, surfen op het internet of stream je favoriete series. Door zijn kleine formaat neem je de Compute Stick eenvoudig met je mee. Je verbindt je muis en toetsenbord eenvoudig via bluetooth. Wil je je vakantiefoto's direct vanaf je camera bekijken? Plaats dan de MicroSD kaart in de stick en ze verschijnen rechtstreeks op het aangesloten scherm.","134,99","Intel","BOXSTK1AW32SC","Wireless AC","4.0","Intel Atom Z8300","Intel HD Graphics","None","2 GB","32 GB Flash","11,3 cm x 3,8 cm x 1,2 cm","0,12 kg"
Desktops QWERTY,"Asus VivoPC M32CD-K-NL013T","","949,-","Asus","90PD01J8-M24440","Wireless AC","4.1","Intel Core i5 7400","NVIDIA GeForce GTX 1050","2000 MB","16 GB","256 GB SSD + 1 TB HDD","17,6 cm x 38 cm x 40,8 cm","8,29 kg"
Desktops QWERTY,"Lenovo Ideacentre 510S-08IKL 90GB0057MH","Gebruik de Lenovo Ideacentre 510S-08IKL 90GB0057MH om aan de slag te gaan met het bewerken van foto's en video's. Zet een eenvoudige video in elkaar of bewerk de meest recente foto's van de afgelopen vakantie. Of werk met twee of meer programma's tegelijkertijd zonder dat je hapering ondervindt door de Intel Core i5 processor. Stream je lievelingsplaylist via Spotify of kijk een film uit je mediabibliotheek. Bewaar naast je favoriete kiekjes en filmpjes alle overige bestanden op de 1 TB harde schijf. Door zijn compacte formaat past de pc makkelijk op je bureau of eronder.","599,-","Lenovo","90GB0057MH","Wireless AC","4.0","Intel Core i5 7400","NVIDIA GeForce GT 730","2000 MB","8 GB","1 TB harde schijf","9 cm x 29,7 cm x 34,4 cm","5,2 kg"
Desktops QWERTY,"HP Pavilion 570-p054nd","De HP Pavilion 570-p054nb desktop is geschikt om de boekhouding te doen of een foto te bewerken in Photoshop. Download bestanden en stream muziek tijdens het fotobewerken, want met de Core i5 processor werk je met meerdere programma's tegelijkertijd. Je programma's zijn in enkele seconden klaar voor gebruik dankzij de 256 GB PCIe SSD, die nog sneller is dan een traditionele SSD. Met de 1 TB harde schijf heb je genoeg opslagruimte voor al je media.","749,-","HP","1JT90EA#ABH","Wireless AC","4.2","Intel Core i5 7400","Intel HD Graphics 630","None","8 GB","256 GB SSD + 1 TB HDD","16,3 cm x 31,5 cm x 30,7 cm","5,7 kg"
Desktops QWERTY,"HP All-In-One 20-c005nd","De HP All-In-One 20-c005nd is feitelijk een scherm met ingebouwde computer, zo bespaar je ruimte en heb je geen last meer van kabels. In deze rustige opstelling houd je de boekhouding bij in Excel, bestel je nieuwe schoenen via internet en bekijk je de leukste filmpjes op Youtube. Al je foto's, muziek en andere bestanden bewaar je op de 1 TB harde schijf. Coolblue busje voor de deur? Met het meegeleverde draadloze toetsenbord en muis ga je na levering meteen aan het werk.","439,-","HP","W3C96EA#ABH","Wireless N, Wireless G, Wireless B","4.0","AMD E2 AMD E2-7110","AMD Radeon R2","None","8 GB","1 TB harde schijf","49,5 cm x 37 cm x 18,4 cm","4,4 kg"
Desktops QWERTY,"Acer Aspire TC-780 Core i5","De Acer Aspire TC-780 Core i5 is een desktop voor alle digitale taken en geschikt voor het hele gezin. De kinderen werken aan verslagen voor school en ouders sturen mailtjes rond en bewerken de foto's van de afgelopen vakantie. Binnen 15 seconden na het aanzetten is de desktop gebruiksklaar door de 128 GB SSD. Op de 1 TB harde schijf is ruimte genoeg voor duizenden foto's, bestanden en je digitale filmcollectie. De desktop is net zo groot als anderhalf A4'tje, waardoor je hem makkelijk ergens neerzet. Sluit een muis, toetsenbord en een monitor aan op je nieuwe aanwinst en ga meteen aan de slag.","649,-","Acer","DT.B89EH.012","Wireless AC","4.0","Intel Core i5 7400","Intel HD Graphics 630","None","8 GB","128 GB SSD + 1 TB HDD","17,5 cm x 42,55 cm x 38,14 cm","8,8 kg"
Desktops QWERTY,"HP 260-a115nd","De HP 260-a115nd is een desktop die geschikt is voor basistaken als e-mailen, films kijken en je administratie bijhouden. Terwijl je een e-mail verstuurt, luister je op de achtergrond een muziekje via Spotify of download je een film voor vanavond. Op de 1 TB harde schijf kun je een hele collectie aan films en series kwijt. En al je vakantiefoto's. Door zijn breedte van 10 cm is de desktop makkelijk onder je bureau of er bovenop te plaatsen, zonder dat het veel ruimte in beslag neemt.","299,-","HP","1EU19EA#ABH","Wireless N, Wireless G, Wireless B","4.2","Intel Celeron J3060","Intel HD Graphics 400","None","4 GB","1 TB harde schijf","10 cm x 30,7 cm x 27,5 cm","4,4 kg"
Desktops QWERTY,"Asus G11CD-K-NL010T","De Asus G11CD-K-NL010T is een desktop voor de echte gamer. De krachtige NVIDIA GeForce GTX 1060 videokaart laat je games als For Honor en Dishonored 2 op ultra instellingen spelen. Of sluit je VR bril aan op de desktop en speel een game in virtual reality. Binnen 15 seconden is je desktop opgestart door de 128 GB SSD. Installeer je games op de SSD, dan laden ze tot wel 2 keer sneller dan als je ze op de harde schijf installeert. Neem je je gameplay op om te laten zien hoe goed je bent, dan heb je opslagruimte genoeg voor je killstreak video's op de 1 TB harde schijf. Maak een compilatievideo van je highlights en deel deze op YouTube.","1.399,-","Asus","90PD01L1-M17360","Wireless AC","4.1","Intel Core i7 7700","NVIDIA GeForce GTX 1060","6000 MB","16 GB","128 GB SSD + 1 TB HDD","17,6 cm x 42,2 cm x 44 cm","9,8 kg"
Desktops QWERTY,"Acer Aspire TC-780 Core i7","De Acer Aspire TC-780 Core i7 is een desktop voor alle digitale taken en geschikt voor het hele gezin. De kinderen werken aan verslagen voor school en ouders sturen mailtjes rond en bewerken de foto's van de afgelopen vakantie. Binnen 15 seconden na het aanzetten is de desktop gebruiksklaar door de 128 GB SSD. Op de 1 TB harde schijf is ruimte genoeg voor duizenden foto's, bestanden en je digitale filmcollectie. De desktop is net zo groot als anderhalf A4'tje, waardoor je hem makkelijk ergens neerzet. Sluit een muis, toetsenbord en een monitor aan op je nieuwe aanwinst en ga meteen aan de slag.","829,-","Acer","DT.B89EH.011","Wireless AC","4.0","Intel Core i7 7700","Intel HD Graphics 630","None","8 GB","128 GB SSD + 1 TB HDD","17,5 cm x 42,55 cm x 38,14 cm","8,8 kg"
Desktops QWERTY,"Lenovo All-In-One AIO 520s-23 F0CU000XNY","De Lenovo All-In-One AIO 520s-23 F0CU000XNY gebruik je om te photoshoppen, films op te kijken of om door je Facebook tijdlijn te swipen. Op het touchscherm zie je ware kleuren door het IPS paneel, wat handig is voor fotobewerking. Terwijl je bezig bent download je op de achtergrond een nieuwe film, want multitasken doe je zonder moeite met de Intel Core i5 processor. De 256 GB SSD start de pc in ongeveer 15 seconden op, dus je gaat snel aan de gang. Na het uitpakken ga je meteen aan de slag met deze Lenovo, want een draadloos toetsenbord en een draadloze muis krijg je erbij.","949,-","Lenovo","F0CU000XNY","Wireless AC","4.0","Intel Core i5 7200U","Intel HD Graphics 620","2000 MB","8 GB","256 GB SSD","32,52 cm x 52,27 cm x 4,17 cm","4,43 kg"
Desktops QWERTY,"Apple iMac 21,5'' 3.1GHz Retina 4K","","1.399,-","Apple","MK452N/A","Wireless AC","4.0","Intel Core i5 5675R","Intel Iris Pro Graphics 6200","None","8 GB","1 TB harde schijf","52,8 cm x 2,03 cm x 45 cm","5,68 kg"
Desktops QWERTY,"HP Pavilion 570-p070nd","De HP Pavilion 570-p070nd desktop is geschikt om met zware programma's voor grafisch ontwerp aan de slag te gaan. Met 16 GB werkgeheugen en een Core i7 processor kan deze desktop zware taken aan en werk je gemakkelijk in bijvoorbeeld Photoshop, terwijl je muziek streamt en nog een project in Final Cut Pro open hebt staan. Met de 128 GB PCIe SSD start je programma's nog sneller op dan met een traditionele SSD schijf, waardoor je in een paar seconden kunt beginnen aan je nieuwe grafische meesterwerk. Met de 1 TB harde schijf heb je genoeg opslagruimte voor al je media.","999,-","HP","1JT97EA#ABH","Wireless AC","4.0","Intel Core i7 7700","AMD Radeon R5 435","2000 MB","16 GB","128 GB SSD + 1 TB HDD","16,3 cm x 31,5 cm x 30,7 cm","5,7 kg"
Desktops QWERTY,"Asus VivoPC K20CE-NL017T","Werk op de Asus VivoPC K20CE-NL017T teksten uit, stuur e-mails rond of kijk filmpjes op YouTube. Binnen 15 seconden na het aanzetten is de desktop klaar voor gebruik dankzij de 128 GB SSD. Ook start de SSD programma's binnen enkele seconden op. Door zijn compacte formaat zet je deze pc makkelijk ergens neer. Plaats hem onder je bureau of juist erop. Heb je thuis nog dvd's liggen? Gebruik dan de dvdspeler om een film te kijken ter ontspanning.","349,-","Asus","90PD01C2-M07250","Wireless AC","4.0","Intel Celeron J3060","Intel HD Graphics","None","4 GB","128 GB SSD","9,6 cm x 27,9 cm x 38,1 cm","5 kg"
Desktops QWERTY,"Apple iMac 21,5'' (2017) MNDY2N/A 3.0 GHz Retina 4K","Met het 4K display is Apple iMac 21,5'' MNDY2N/A 3.0 GHz Retina 4K voor grafische professionals die veel afbeeldingen of video's bewerken. Door de krachtige AMD Radeon Pro 555 videokaart render je zonder hapering een 4K video of leg je de laatste hand aan een 3D ontwerp. Extra schermruimte nodig? Sluit dan één of 2 extra 4K beeldschermen aan via de Thunderbolt 3 poorten. Of zet data over: door de overdrachtsnelheid van 40Gbps zijn zelfs de grootste afbeeldingen binnen enkele seconden overgezet. Je krijgt bij iMac een Magic muis en Magic toetsenbord meegeleverd. Hierdoor ga je na het uitpakken en het aansluiten meteen met je aankoop aan de slag.","1.399,-","Apple","MNDY2N/A","Wireless AC","4.0","Intel Core i5 None","AMD Radeon Pro 555","2000 MB","8 GB","1 TB harde schijf","52,8 cm x 2,03 cm x 45 cm","5,68 kg"
Desktops QWERTY,"HP Pavilion 27-a241nd","De HP AIO Pavilion 27-a241nd is de alles-in-één oplossing voor alle digitale taken. Bewerk foto's en video's terwijl je ware kleuren ziet op het IPS paneel. De NVIDIA GeForce GT930MX videokaart zorgt ervoor dat je jouw creativiteit op de vrije loop laat via Photoshop of Premier Pro. Photoshop start je in enkele seconden op door de 128 GB SSD. Klaar met het bewerken van je video's en foto's? Bewaar ze dan op de 1 TB harde schijf. Omdat een muis en toetsenbord inbegrepen zijn bij deze All-in-One, ga je na het uitpakken direct aan de slag.","1.299,-","HP","Z7E02EA#ABH","Wireless AC","4.2","Intel Core i7 7700T","NVIDIA GeForce 930MX","2000 MB","8 GB","128 GB SSD + 1 TB HDD","20,35 cm x 65,48 cm x 55,34 cm","10,29 kg"
Desktops QWERTY,"Asus VivoPC K20CE-NL019T","Werk op de Asus VivoPC K20CE-NL019T teksten uit, stuur e-mails rond of kijk filmpjes op YouTube. Binnen 15 seconden na het aanzetten is de desktop klaar voor gebruik dankzij de 128 GB SSD. Ook start de SSD programma's binnen enkele seconden op. Het 8 GB RAM geheugen zorgt ervoor dat zware taken in programma's sneller verwerkt worden. Door zijn compacte formaat zet je deze pc makkelijk ergens neer. Plaats hem onder je bureau of juist erop. Heb je thuis nog dvd's liggen? Gebruik dan de dvdspeler om een film te kijken ter ontspanning.","429,-","Asus","90PD01C2-M07340","Wireless AC","4.0","Intel Pentium J3710","Intel HD Graphics 405","None","8 GB","128 GB SSD","9,6 cm x 27,9 cm x 38,1 cm","5 kg"
Desktops QWERTY,"HP ProDesk 400 G4 1JJ60EA","Analyseer je zakelijke sheets en bewerk afbeeldingen voor je website op de HP ProDesk 400 G4 1JJ60EA. Dankzij de Core i5 processor werk je gemakkelijk met meerdere programma's tegelijkertijd. Werk je met privacygevoelige informatie? De ingebouwde TPM chip slaat je bestanden versleuteld op, zodat er niemand anders bij kan. Met Windows 10 Pro maak je makkelijk verbinding met andere computers, waardoor je bijvoorbeeld met een laptop toegang hebt tot jouw ProDesk. Lange laadtijden zijn verleden tijd, want de 256 GB SSD start je programma's en bestanden in enkele seconden op. Ga meteen aan de slag, want een toetsenbord en muis zijn standaard meegeleverd.","799,-","HP","1JJ60EA#ABH","None","None","Intel Core i5 7500","Intel HD Graphics 630","None","8 GB","256 GB SSD","27 cm x 29,6 cm x 9,5 cm","4,6 kg"
Desktops QWERTY,"HP ProDesk 400 G3PD MT P5K01EA","De HP ProDesk 400 G3PD MT P5K01EA is een desktop voor zakelijk gebruik. Houd de administratie bij, maak een vlammende presentatie en voer wat nieuwe orders door met deze pc. Werk je graag met twee monitoren tegelijkertijd? Dat kan, dankzij de VGA en DisplayPort aansluitingen. Windows 7 Pro is geïnstalleerd als besturingssysteem, wat makkelijk is als je bijvoorbeeld bestanden wilt versleutelen. Zo bewaar je belangrijke documenten op een veilige manier. Al je bestanden bewaar je vervolgens op de harde schijf, die 500 GB aan opslagruimte heeft.","499,-","HP","P5K01EA#ABH","None","None","Intel Core i3 6100","Intel HD Graphics 530","None","4 GB","500 GB harde schijf","16,5 cm x 35,9 cm x 35,5 cm","7,05 kg"
Desktops QWERTY,"MSI Cubi-249WE","De MSI Cubi-249WE is een kleine computer die geschikt is voor eenvoudige taken als het maken van een presentatie of het streamen van een playlist via Spotify. Hij is ongeveer zo groot als een notitieblok, heeft een gewicht van nog geen 300 gram en daarom zet je hem neer op een plek naar keuze. Plaats hem achter een monitor en het lijkt net alsof je geen pc hebt staan. Ondanks het kleine formaat ga je in ongeveer 15 seconden aan de gang, want de 32 GB SSD start je mini pc op in ongeveer 15 seconden. Last van lawaai heb je met deze desktop niet, want door de passieve koeling hoor je geen lopende ventilator.","259,-","MSI","Cubi-249WE","Wireless N, Wireless G, Wireless B","4.0","Intel Celeron N3215U","Intel HD Graphics","None","4 GB","32 GB Flash","11,52 cm x 11,22 cm x 3,26 cm","0,39 kg"
Desktops QWERTY,"Apple Mac Mini 1.4GHz","","529,-","Apple","MGEM2FN/A","Wireless AC","4.0","Intel Core i5 4260U","Intel HD Graphics 5000","None","4 GB","500 GB harde schijf","19,7 cm x 19,7 cm x 3,6 cm","1,19 kg"
Desktops QWERTY,"Apple Mac Mini 2,6GHz","","769,-","Apple","MGEN2FN/A","Wireless AC","None","Intel Core i5 4278U","Intel Iris Graphics","None","8 GB","1 TB harde schijf","19,7 cm x 19,7 cm x 3,6 cm","1,2 kg"
Desktops QWERTY,"Apple iMac 21,5'' 2.8GHz","","1.299,-","Apple","MK442N/A","Wireless AC","4.0","Intel Core i5 None","Intel Iris Pro Graphics 6200","None","8 GB","1 TB harde schijf","52,8 cm x 2,03 cm x 45 cm","5,68 kg"
Desktops QWERTY,"Asus Chromebit","Met de Asus Chromebit verander je een tv in een Chromebook. De dongle is niet veel groter dan een usb-stick en beschikt over het Google Chrome besturingssysteem. Log in op je Google-account en je hebt direct toegang tot je favoriete programma's, documenten en instellingen. De Chromebit is geschikt om te browsen, mailen of te streamen.","119,-","Asus","90MA0031-M00140","Wireless AC, Wireless N, Wireless G","4.0","Mediatek RK3288","Mali 764","None","2 GB","16 GB Flash","3,1 cm x 12,3 cm x 1,7 cm","0,075 kg"
Desktops QWERTY,"Lenovo All-In-One AIO 510-22 F0CC002FNY","De Lenovo All-In-One AIO 510-22 F0CC002FNY is een all-in-one die je zowel met je vingers als met muis en toetsenbord bedient. Door het touchscreen swipe je door alle programma's heen of kies je de volgende Netflix serie. Het 21,5 inch beeldscherm is geschikt om onderuitgezakt films en series te kijken in Full HD. Daarbij zie je vanuit elke kijkhoek ware kleuren door het IPS paneel, waardoor iedereen vanuit diverse kijkhoeken op het scherm de juiste kleuren ziet. Op de 1 TB harde schijf bewaar je films, foto's en verslagen. Omdat je een muis en toetsenbord bij deze all-in-one krijgt, ga je na het uitpakken meteen aan de slag met je aankoop.","649,-","Lenovo","F0CC002FNY","Wireless N, Wireless G","4.0","AMD A6 9210","AMD Radeon R4","2000 MB","8 GB","1 TB HDD","41,8 cm x 49 cm x 5,37 cm","5,17 kg"
Desktops QWERTY,"Lenovo All-In-One AIO 510-22 F0CC002ENY","De Lenovo All-In-One AIO 510-22 F0CC002ENY is een all-in-one pc die je zowel met je vingers als met muis en toetsenbord bedient. Door het touchscreen swipe je door alle programma's heen of kies je de volgende Netflix serie. Het 21,5 inch beeldscherm is geschikt om onderuitgezakt films en series te kijken in Full HD. Daarbij zie je vanuit elke kijkhoek ware kleuren door het IPS paneel, waardoor iedereen rondom het scherm de juiste kleuren ziet. Op de 1 TB harde schijf bewaar je films, foto¿s en verslagen. Omdat je een muis en toetsenbord bij deze all-in-one krijgt, ga je na het uitpakken meteen aan de slag met je aankoop.","649,-","Lenovo","F0CC002ENY","Wireless N, Wireless G","4.0","AMD A6 9210","AMD Radeon R4","2000 MB","8 GB","1 TB HDD","41,8 cm x 49 cm x 5,37 cm","5,17 kg"
Desktops QWERTY,"Lenovo Ideacentre 510S-08IKL 990GB002GNY","Bewerk je vakantiefoto's, maak presentaties en kijk films met de Lenovo Ideacentre 510S-08IKL 990GB002GNY. Dankzij de Intel Core i5 processor werk je met programma's als Photoshop, terwijl je tegelijkertijd muziek streamt via Spotify. Voor het snel starten van programma's heeft deze desktop een 128 GB SSD schijf, waardoor het laden maar een paar seconden duurt. Heb je veel grote bestanden, zoals foto's en films, dan bewaar je deze op de 1 TB harde schijf. De NVIDIA GeForce GT 730 videokaart zorgt ervoor dat je video's bewerkt en vloeiend afspeelt op een Full HD monitor, die je aansluit via de HDMI poort. Via bluetooth sluit je gemakkelijk draadloze speakers, een draadloos toetsenbord of een draadloze muis draadloos aan.","725,-","Lenovo","990GB002GNY","Wireless AC","4.0","Intel Core i5 7400","NVIDIA GeForce GT730","2000 MB","8 GB","128 GB SDD + 1 TB HDD","9,2 cm x 33,6 cm x 29,7 cm","4,13 kg"
Desktops QWERTY,"Apple iMac 21,5'' (2017) MNE02N/A 3.4 GHz Retina 4K","Met het 4K display is Apple iMac 21,5'' MNE02N/A 3.4 GHz Retina 4K voor grafische professionals die veel afbeeldingen of video's bewerken. Door de krachtige AMD Radeon Pro 560 videokaart render je zonder hapering een 4K video of leg je de laatste hand aan een 3D ontwerp. Extra schermruimte nodig? Sluit dan één of 2 extra 4K beeldschermen aan via de Thunderbolt 3 poorten. Of zet data over via Thunderbolt 3: door de overdrachtsnelheid van 40Gbps zijn zelfs de grootste afbeeldingen binnen enkele seconden overgezet. Je krijgt bij iMac een Magic muis en Magic toetsenbord meegeleverd. Hierdoor ga je na het uitpakken en het aansluiten meteen met je aankoop aan de slag.","1.699,-","Apple","MNE02N/A","Wireless AC","4.0","Intel Core i5 None","AMD Radeon Pro 560","4000 MB","8 GB","1 TB harde schijf","52,8 cm x 2,03 cm x 45 cm","5,68 kg"
Desktops QWERTY,"Medion Akoya P4603 D","Met de Medion Akoya P4603 D haal je een desktop voor het hele gezin in huis. Door de dedicated videokaart spelen de kids games en bewerken de ouders zonder haperingen foto's voor in het nieuwe fotoalbum. Veelgebruikte programma's start je binnen enkele seconden op via de 120 GB SSD. Op de 1 TB harde schijf bewaar je muziek, films en foto's. Door de Intel Core i5 processor multitask je zonder problemen: download een film op de achtergrond terwijl je de laatste hand legt aan het photoshoppen van de vakantiefoto's.","779,-","Medion","10021809","Wireless AC","4.0","Intel Core i5 7400","NVIDIA GeForce GTX 1050","2000 MB","8 GB","120 GB SSD + 1 TB HDD","40 cm x 18 cm x 36 cm","7 kg"
Desktops QWERTY,"HP Pavilion AIO 27-a230nd","De HP AIO Pavilion 27-a230nd is een All-in-One desktop die geschikt is voor als je graag met zwaardere programma's aan de slag wil. Maak een presentatie, download de nieuwe aflevering van je favoriete serie of bewerk foto's voor je nieuwe fotoalbum en bewaar alles op de 1 TB harde schijf. Waar je ook mee bezig bent, door het IPS paneel zie je ware kleuren op je scherm. Binnen 15 seconden ga je met de desktop aan de slag door de 128 GB SSD. Omdat de computer in het beeldscherm is verwerkt en je een muis en toetsenbord meegeleverd krijgt, ga je na het uitpakken meteen met je nieuwe aanwinst aan de slag.","1.098,99","HP","Z7E01EA#ABH","Wireless AC","4.0","Intel Core i5 7400T","Intel HD Graphics 630","None","8 GB","128 GB SSD + 1 TB HDD","20,35 cm x 65,48 cm x 55,34 cm","10,29 kg"
Desktops QWERTY,"Asus VivoPC M32CD-K-NL018T","De Asus VivoPC M32CD-K-NL018T is een echte alleskunner en geschikt voor het hele gezin. Kids spelen games door de GTX 1060 videokaart en ouders bewerken video's en foto's van de afgelopen vakantie. Binnen 15 seconden na het aanzetten van de pc ga je aan de slag door de 128 GB SSD. Games, video's en foto's bewaar je op de 1 TB harde schijf. Of installeer veelgebruikte programma's op de SSD, waardoor ze tot wel 2 keer sneller laden dan via de harde schijf. Met het 16 GB RAM geheugen worden zelfs de zwaarste taken sneller verwerkt, waardoor je minder lang hoeft te wachten.","999,-","Asus","90PD01J8-M25210","Wireless AC","4.1","Intel Core i5 7400","NVIDIA GeForce GTX 1060","3000 MB","16 GB","128 GB SSD + 1 TB HDD","17,6 cm x 38 cm x 40,8 cm","8,3 kg"
Desktops QWERTY,"Asus G11CD-K-NL011T","De Asus G11CD-K-NL011T is een desktop voor de echte gamer. De krachtige NVIDIA GeForce GTX 1070 videokaart laat je games als For Honor en Dishonored 2 op ultra instellingen spelen. Of sluit je VR bril aan op de desktop en speel een game in virtual reality. Binnen 15 seconden is je desktop opgestart door de 256 GB SSD. Installeer je games op de SSD, dan laden ze tot wel 2 keer sneller dan als je ze op de harde schijf installeert. Neem je je gameplay op om te laten zien hoe goed je bent, dan heb je opslagruimte genoeg voor je killstreak video's op de 1 TB harde schijf. Maak een compilatievideo van je highlights en deel deze op YouTube.","1.699,-","Asus","90PD01L1-M17370","Wireless AC","4.1","Intel Core i7 7700","NVIDIA GeForce GTX 1070","8000 MB","16 GB","256 GB SSD + 1 TB HDD","17,6 cm x 42,2 cm x 44 cm","9,78 kg"
Desktops QWERTY,"Apple Mac Mini 2,8GHz","Less is more, klein maar fijn, deze uitdrukkingen zijn niet voor niets ontstaan. De Apple Mac Mini bewijst dat compact en klein zeker niet minder krachtig is. De Intel Core i5-processor is uitermate geschikt voor multitasking en taken zoals foto- en videobewerking. De Apple Mac Mini is tevens voorzien van het gebruiksvriendelijke OS X Yosemite. Er zijn bijna geen virussen voor de Mac, dus dat scheelt een hoop irritaties. De Mac Mini is voorzien van veel aansluitingen, zo is hij uitgerust met HDMI, usb 3.0 en een Thunderbolt-aansluiting.","1.029,-","Apple","MGEQ2FN/A","Wireless AC","4.0","Intel Core i5 4308U","Intel Iris Graphics","None","8 GB","1 TB harde schijf","19,7 cm x 19,7 cm x 3,6 cm","1,22 kg"
Desktops QWERTY,"Apple iMac 27'' (2017) MNED2N/A 3,8 GHz 5K","Apple iMac 27'' MNED2N/A 3,8 GHz 5K is voor grafische bewerkers met een behoefte voor veel opslagruimte. De 2 TB Fusion Drive zorgt ervoor dat deze iMac meer opslagcapaciteit heeft dan vergelijkbare modellen. Zo bewaar je al je ontwerpen en je mediabibliotheek op deze iMac. Je ontwerpen zet je in enkele seconden over via de Thunderbolt 3 poorten met een snelheid van 40Gbps. Op het 5K beeldscherm worden beelden vloeiend weergegeven door de krachtige AMD Radeon Pro 580 videokaart. Bewerk een 3D ontwerp tot in de details, of kijk een film in een resolutie van 5K ter ontspanning. De iMac is direct klaar voor gebruik na het uitpakken. Een Apple Magic toetsenbord en Magic muis worden namelijk meegeleverd.","2.599,-","Apple","MNED2N/A","Wireless AC","4.0","Intel Core i5 7600K","AMD Radeon Pro 580","None","8 GB","2 TB HDD","65 cm x 2,03 cm x 51,6 cm","9,54 kg"
Desktops QWERTY,"Acer Aspire XC-780 I4304 NL","De Acer Aspire XC-780 I4304 NL gebruik je voor je dagelijkse bezigheden. Check je Facebook, kijk films of doe de administratie. Door het 8 GB werkgeheugen zet je met een gerust hart 10 tabbladen open in je browser, zonder dat je pc er langzaam reageert. Of zet een muziekje op terwijl je je mail beantwoordt. En heb je een grote mediabibliotheek, dan bewaar je deze op de 1 TB harde schijf. Je hebt zelf een muis, toetsenbord, monitor en aansluitkabels nodig om aan de slag te gaan met je aanwinst.","519,-","Acer","DT.B8AEH.005","Wireless AC","4.0","Intel Core i3 7100","Intel HD Graphics 630","None","8 GB","1 TB harde schijf","10 cm x 41,948 cm x 29,163 cm","8 kg"
Desktops QWERTY,"Lenovo Ideacentre 710-25ISH 90FB0053NY","Speel de nieuwste games, bewerk foto's en kijk films met de Lenovo Ideacentre 710-25ISH. Met de NVIDIA GeForce GTX 1050Ti videokaart speel je de meeste games op de hoogste instellingen en bekijk je video's zonder haperingen. De 128 GB SSD schijf zorgt voor een kortere laadtijd van je programma's en bestanden, waardoor je binnen een paar seconden aan het begin van een nieuw level staat. Door de Intel Core i5 processor werk je met programma's zoals Photoshop, terwijl je op de achtergrond muziek streamt. Bij deze desktop worden een draadloos toetsenbord en draadloze muis meegeleverd. Sluit ze samen met een headset aan via bluetooth en maak je klaar voor je volgende killstreak.","849,-","Lenovo","90FB0053NY","Wireless AC, Wireless N, Wireless G, Wireless B","4.0","Intel Core i5 6400","NVIDIA GeForce GTX 1050Ti","4000 MB","8 GB","128 GB SSD + 1 TB HDD","17,5 cm x 41,15 cm x 46 cm","8,38 kg"
Desktops QWERTY,"Lenovo M710s 10M7005SMH","De Lenovo M710s 10M7005SMH is een desktop waarop je veilig werkt op kantoor. Bestanden worden versleuteld opgeslagen via Windows 10 Pro, zodat gevoelige informatie niet bij onbevoegden terecht komt. De TPM-chip zorgt ervoor dat de data niet gekopieerd kunnen worden. Gebruik de desktop voor het bewerken van afbeeldingen, het analyseren van verkoopcijfers of het maken van het jaarverslag. Veelgebruikte programma's start je in enkele seconden op via de 128 GB SSD. Overige data bewaar je op de 1 TB harde schijf. Je krijgt een muis en toetsenbord bij deze desktop, dus na het uitpakken hoef je de pc alleen nog op een monitor aan te sluiten.","749,-","Lenovo","10M7005SMH","Wireless AC","4.2","Intel Core i5 7400","Intel HD Graphics 630","None","8 GB","128 GB SSD + 1 TB HDD","34,35 cm x 29,05 cm x 9,25 cm","6 kg"
