product_type,product_name,product_desc,product_price,product_brand,product_model,product_wifi,product_bluetooth,product_cpu,product_graphicscard,product_graphicsmemory,product_memory,product_storage,product_dimensions,product_weight
Desktops QWERTY,"HP Pavilion 27-a241nd","De HP AIO Pavilion 27-a241nd is de alles-in-één oplossing voor alle digitale taken. Bewerk foto's en video's terwijl je ware kleuren ziet op het IPS paneel. De NVIDIA GeForce GT930MX videokaart zorgt ervoor dat je jouw creativiteit op de vrije loop laat via Photoshop of Premier Pro. Photoshop start je in enkele seconden op door de 128 GB SSD. Klaar met het bewerken van je video's en foto's? Bewaar ze dan op de 1 TB harde schijf. Omdat een muis en toetsenbord inbegrepen zijn bij deze All-in-One, ga je na het uitpakken direct aan de slag.","1.299,-","HP","Z7E02EA#ABH","Wireless AC","4.2","Intel Core i7 7700T","NVIDIA GeForce 930MX","2000 MB","8 GB","128 GB SSD + 1 TB HDD","20,35 cm x 65,48 cm x 55,34 cm","10,29 kg"
Desktops QWERTY,"Microsoft Surface Studio i7 - 32GB - 128GB + 2TB - GTX980M","De Microsoft Surface Studio i7 - 32GB - 128GB + 2TB - GTX980M is een all-in-one voor grafisch ontwerpers. Op het scherpe 28 inch beeldscherm met een resolutie van 4500 x 3000 pixels zie je elk detail van je ontwerp of design duidelijk op je netvlies. Beweeg de Surface Pen over het beeldscherm en geef zo vorm aan je volgende ontwerp. Of gebruik het toetsenbord om de all-in-one te bedienen. De Surface Studio is kantelbaar, waardoor je hem gebruikt zoals jij dat fijn vindt. Gebruik hem rechtopstaand als een computer, of leg hem neer en gebruik de Studio als tekentafel. Werk je aan een vertrouwelijk bestand? De TPM-chip en het Windows 10 Pro besturingssysteem slaan je data beveiligd op, zodat alleen jij toegang hebt.","4.837,-","Microsoft","43Q-00008","Wireless AC","4.0","Intel Core i7 6820HQ","NVIDIA GeForce GTX 980M","4000 MB","32 GB","128 GB SSD + 2 TB HDD","43,89 cm x 1,25 cm x 63,735 cm","9,56 kg"
Desktops QWERTY,"HP Pavilion AIO 27-a230nd","De HP AIO Pavilion 27-a230nd is een All-in-One desktop die geschikt is voor als je graag met zwaardere programma's aan de slag wil. Maak een presentatie, download de nieuwe aflevering van je favoriete serie of bewerk foto's voor je nieuwe fotoalbum en bewaar alles op de 1 TB harde schijf. Waar je ook mee bezig bent, door het IPS paneel zie je ware kleuren op je scherm. Binnen 15 seconden ga je met de desktop aan de slag door de 128 GB SSD. Omdat de computer in het beeldscherm is verwerkt en je een muis en toetsenbord meegeleverd krijgt, ga je na het uitpakken meteen met je nieuwe aanwinst aan de slag.","1.098,99","HP","Z7E01EA#ABH","Wireless AC","4.0","Intel Core i5 7400T","Intel HD Graphics 630","None","8 GB","128 GB SSD + 1 TB HDD","20,35 cm x 65,48 cm x 55,34 cm","10,29 kg"
Desktops QWERTY,"Medion Erazer X67007","Ben je een doorgewinterde gamer en wil je elke game op de hoogste instellingen spelen? Dan is de Medion Erazer X67007 de pc voor jou. Binnenin de X67007 vind je de NVIDIA GeForce GTX 1070 videokaart, die je laat kennismaken met virtual reality en je je games op ultra laat draaien. Als hardcore gamer heb je een enorme verzameling games, die je allemaal installeert op de 512 GB SSD. Zo starten al je games binnen enkele seconden op. En ben je een fan van screenshots en compilatievideo's maken? Bewaar ze dan op de 2 TB harde schijf. Puilt je harde schijf of SSD uit, zet er dan met de hot swap bay een nieuwe bij in je pc.","1.699,-","Medion","10022107","Wireless AC","4.0","Intel Core i7 8700","NVIDIA GeForce GTX 1070","8000 MB","16 GB","512 GB SSD + 2 TB HDD","38,6 cm x 17 cm x 38,1 cm","11 kg"
Desktops QWERTY,"HP Pavilion All-In-One 24-r052nd","Met de HP Pavilion All-In-One 24-r052nd is een All-in-One desktop die geschikt is voor foto- en videobewerking. Bewerkte video's bekijk je op het Full HD 23,8  inch scherm met IPS, waardoor jouw creatieve werk vanuit brede kijkhoeken goed duidelijk te zien is. Dankzij de smalle bezels oogt het scherm een stuk kleiner dan andere schermen van dezelfde grootte. Klaar met jouw videomontage? Sla jouw gemaakte video op de 1 TB HDD schijf op, of zet ze in enkele seconden over naar een externe schijf via de usb c aansluiting. De 128 GB SSD gebruik je om jouw HP Pavilion in ongeveer 15 seconden op te starten.","1.199,-","HP","2ML08EA#ABH","Wireless AC","4.2","Intel Core i7 7700T","AMD Radeon 530","None","8 GB","128 GB SSD + 1 TB HDD","45,6 cm x 17 cm x 57,2 cm","7,8 kg"
Desktops QWERTY,"HP Pavilion 570-p053nd","De HP Pavilion 570-p053nd desktop is geschikt voor fotobewerking en multitasken. Met de Core i5 processor werk je namelijk met meerdere programma's tegelijkertijd. Dus download films en stream muziek tijdens het fotobewerken  Je programma's zijn in enkele seconden klaar voor gebruik dankzij de 256 GB PCIe SSD, die nog sneller is dan een traditionele SSD. Pak de desktop uit en sluit hem aan op een monitor en ga dan meteen aan de gang.","699,-","HP","1JT88EA#ABH","Wireless AC","4.0","Intel Core i5 7400","AMD Radeon R5 435","2000 MB","8 GB","256 GB SSD","16,3 cm x 31,5 cm x 30,7 cm","5,7 kg"
Desktops QWERTY,"Apple Mac Mini 1.4GHz","","529,-","Apple","MGEM2FN/A","Wireless AC","4.0","Intel Core i5 4260U","Intel HD Graphics 5000","None","4 GB","500 GB harde schijf","19,7 cm x 19,7 cm x 3,6 cm","1,19 kg"
Desktops QWERTY,"Medion Erazer X4708 D","Ervaar de nieuwste games op de hoogst mogelijke instellingen op de Medion Erazer X4708 D. De krachtige NVIDIA GeForce GTX 1070 videokaart laat je For Honor of Battlefield 1 spelen op ultra instellingen op je monitor. Of sluit je VR bril aan en speel games in virtual reality. Door de Intel Core i7 processor ga je aan de slag met zware software als Photoshop en Premier Pro om video's te maken van je skills. Je meest gebruikte games en programma's start je binnen een paar seconden op als ze op de 240 GB SSD staan geïnstalleerd. Je screenshots en zelfgemaakte video's bewaar je op de 1 TB harde schijf.","1.699,-","Medion","10021808","Wireless AC","4.0","Intel Core i7 7700","NVIDIA GeForce GTX 1070","8000 MB","16 GB","240 GB SSD + 1 TB HDD","40 cm x 18 cm x 36 cm","9 kg"
Desktops QWERTY,"MSI Nightblade 3 VR7RC-006EU","Met de MSI Nightblade 3 VR7RC-006EU speel je je favoriete games op ultra instellingen en maak je kennis met virtual reality. Want met de NVIDIA GeForce GTX 1060 videokaart aan boord is de Nightblade opgewassen tegen de grafische vereisten van zelfs de zwaarste games. De krachtige videokaart biedt je ook een ingang tot de wereld van VR. Het is een kwestie van je Oculus Rift of HTC Vive aansluiten en je dompelt jezelf onder in een virtuele wereld. Games die je veel speelt, installeer je op de 128 GB SSD waardoor ze tot 2 keer sneller opstarten dan via de harde schijf. Bewaar de harde schijf dan ook voor je screenshots, video's en filmbibliotheek. Bij deze MSI krijg je een headset, om direct je teamgenoten te verstaan.","1.399,-","MSI","Nightblade 3 VR7RC-006EU","Wireless AC","4.0","Intel Core i7 7700","NVIDIA GeForce GTX 1060","6000 MB","16 GB","128 GB SSD + 1 TB HDD","17,7 cm x 42,6 cm x 29,4 cm","7,4 kg"
Desktops QWERTY,"Microsoft Surface Studio i5 - 8GB - 64GB + 1TB - GTX965M","De Microsoft Surface Studio is een all-in-one voor grafisch ontwerpers. Op het scherpe 28 inch beeldscherm met een resolutie van 4500 x 3000 pixels zie je elk detail van je ontwerp of design duidelijk op je netvlies. Beweeg de Surface Pen over het beeldscherm en geef zo vorm aan je volgende ontwerp. Of gebruik het toetsenbord om de all-in-one te bedienen. De Surface Studio is kantelbaar, waardoor je hem gebruikt zoals jij dat fijn vindt. Gebruik hem rechtopstaand als een computer, of leg hem neer en gebruik de Studio als tekentafel. Werk je aan een vertrouwelijk bestand? De TPM-chip en het Windows 10 Pro besturingssysteem slaan je data beveiligd op, zodat alleen jij toegang hebt.","3.441,-","Microsoft","42L-00008","Wireless AC","4.0","Intel Core i5 6440HQ","NVIDIA GeForce GTX965M","2000 MB","8 GB","64 GB SSD + 1 TB HDD","63,735 cm x 1,25 cm x 43,89 cm","9,56 kg"
Desktops QWERTY,"Asus All-In-One ZN242IFGK-CA066T","Met de Asus All-In-One ZN242IFGK-CA066T haal je een alles in één oplossing in huis om mee te gamen, video's te bewerken of films te bekijken. Met de NVIDIA GeForce GTX 1050 videokaart aan boord speel je de meeste games op hoge instellingen of bewerk je een video zonder haperingen. Omdat je computer in het scherm verwerkt zit, heb je vrijwel geen gedoe met kabels bij deze all-in-one. Met enkel een internetkabel en voedingskabel uit de pc ziet je werkplek er altijd opgeruimd uit. Installeer je programma's op de 256 GB SSD en bewaar je overige bestanden op de 1 TB harde schijf. Toetsenbord en muis zijn inbegrepen, dus na het uitpakken ga je meteen aan de slag.","1.599,-","Asus","90PT01Y1-M01250","Wireless AC","4.1","Intel Core i7 7700HQ","NVIDIA GeForce GTX 1050","4000 MB","16 GB","256 GB SSD + 1 TB HDD","54 cm x 19,3 cm x 40,6 cm","5 kg"
Desktops QWERTY,"Asus G11CD-K-NL011T","De Asus G11CD-K-NL011T is een desktop voor de echte gamer. De krachtige NVIDIA GeForce GTX 1070 videokaart laat je games als For Honor en Dishonored 2 op ultra instellingen spelen. Of sluit je VR bril aan op de desktop en speel een game in virtual reality. Binnen 15 seconden is je desktop opgestart door de 256 GB SSD. Installeer je games op de SSD, dan laden ze tot wel 2 keer sneller dan als je ze op de harde schijf installeert. Neem je je gameplay op om te laten zien hoe goed je bent, dan heb je opslagruimte genoeg voor je killstreak video's op de 1 TB harde schijf. Maak een compilatievideo van je highlights en deel deze op YouTube.","1.599,-","Asus","90PD01L1-M17370","Wireless AC","4.1","Intel Core i7 7700","NVIDIA GeForce GTX 1070","8000 MB","16 GB","256 GB SSD + 1 TB HDD","17,6 cm x 42,2 cm x 44 cm","9,78 kg"
Desktops QWERTY,"HP ProDesk 400 G3PD MT P5K01EA","De HP ProDesk 400 G3PD MT P5K01EA is een desktop voor zakelijk gebruik. Houd de administratie bij, maak een vlammende presentatie en voer wat nieuwe orders door met deze pc. Werk je graag met twee monitoren tegelijkertijd? Dat kan, dankzij de VGA en DisplayPort aansluitingen. Windows 7 Pro is geïnstalleerd als besturingssysteem, wat makkelijk is als je bijvoorbeeld bestanden wilt versleutelen. Zo bewaar je belangrijke documenten op een veilige manier. Al je bestanden bewaar je vervolgens op de harde schijf, die 500 GB aan opslagruimte heeft.","499,-","HP","P5K01EA#ABH","None","None","Intel Core i3 6100","Intel HD Graphics 530","None","4 GB","500 GB harde schijf","16,5 cm x 35,9 cm x 35,5 cm","7,05 kg"
Desktops QWERTY,"Acer Aspire GX-281 A7XRX480 NL","De krachtige Acer Aspire GX-281 A7XRX480 NL gebruik je voor het spelen van games op hoge instellingen of het bewerken van video¿s. Met de AMD Ryzen 7 1700x processor voer je taken en programma¿s zoals Photoshop naast elkaar uit. Spelletjes zoals For Honor speel je op de hoogste instellingen. De desktop start binnen enkele seconden op dankzij de SSD schijf. Het toetsenbord en de muis worden standaard meegeleverd. Je hebt alleen zelf nog aansluitkabels en een monitor nodig voordat je aan de slag gaat met deze desktop.","1.399,-","Acer","DG.E0FEH.009","Wireless AC","4.0","AMD Ryzen 7 1700X","AMD Radeon RX 480","3000 MB","8 GB","512 GB SSD + 1 TB HDD","17,5 cm x 46,3 cm x 39,6 cm","8,8 kg"
Desktops QWERTY,"Medion Erazer X67006","Gamen op ultra instellingen of aan de slag met virtual reality op je pc? Ga dan voor de Medion Erazer X67006. Aan boord van deze pc vind je de NVIDIA GeForce GTX 1060 videokaart, die genoeg kracht biedt voor je favoriete games. Die games start je ook binnen enkele seconden op via de 256 GB SSD. Zo zit je in een mum van tijd in het volgende level. Dan is er ook nog de 1 TB harde schijf, waar je je toffe screenshots en mediabibliotheek op bewaart. Behoefte aan meer geheugen? Gebruik dan de meegeleverde hot swap bay, waarmee je makkelijk een extra harde schijf of SSD toevoegt aan je pc.","1.399,-","Medion","10022106","Wireless AC","4.0","Intel Core i7 8700","NVIDIA GeForce GTX 1060","6000 MB","16 GB","256 GB SSD + 1 TB HDD","38,6 cm x 17 cm x 38,1 cm","11 kg"
Desktops QWERTY,"HP Pavilion All-In-One 24-x061nd","De HP Pavilion All-In-One 24-x061nd is een All-in-One desktop met touchscreen die geschikt is voor video- en fotobewerking. Door het touchscreen ben je niet afhankelijk van de meegeleverde muis en toetsenbord maar bedien je deze desktop ook door met je vinger over het touchscreen scherm te swipen. Deze HP heeft een 23,8 inch scherm met dunne bezels, waardoor het scherm kleiner oogt dan schermen met een vergelijkbare grootte. Met de 128 GB SSD schijf start deze All-in-One desktop in ongeveer 15 seconden op, waardoor je snel aan de slag gaat met het bewerken van video's. Al jouw bestanden kun je kwijt op de 1 TB HDD schijf, die genoeg opslagruimte biedt voor meer dan 150.000 uur aan HD filmmateriaal.","1.299,-","HP","2ML14EA#ABH","Wireless AC","4.2","Intel Core i7 7700T","Intel HD Graphics 630","None","8 GB","128 GB SSD + 1 TB HDD","43,6 cm x 17,7 cm x 54,5 cm","5,52 kg"
Desktops QWERTY,"MSI Aegis 3 VR7RD-001EU","Met de MSI Aegis 3 VR7RD-001EU speel je games als Dishonored 2 op ultra instellingen of met een VR bril. Als je de NVIDIA GeForce GTX 1070 videokaart combineert met een HTC Vive of Oculus Rift ontdek je de wereld van VR. Of sluit de desktop aan op een 4K scherm om games te spelen in een 4K resolutie. De 256 GB SSD zorgt ervoor dat je tot 2 keer sneller in het volgende level terecht komt. Alle andere video's, foto's en films bewaar je op de 2 TB harde schijf. Heb je een LAN party, neem hem dan mee en maak indruk op je vrienden. Met het handvat draag je de computer makkelijk van de ene naar de andere plek.","1.499,-","MSI","Aegis 3 VR7RD-001EU","Wireless AC","4.2","Intel Core i5 7400","NVIDIA GeForce GTX 1070","8000 MB","16 GB","256 GB SSD + 2 TB HDD","16,9 cm x 43,3 cm x 37,6 cm","9,69 kg"
Desktops QWERTY,"Asus G11CD-K-NL010T","De Asus G11CD-K-NL010T is een desktop voor de echte gamer. De krachtige NVIDIA GeForce GTX 1060 videokaart laat je games als For Honor en Dishonored 2 op ultra instellingen spelen. Of sluit je VR bril aan op de desktop en speel een game in virtual reality. Binnen 15 seconden is je desktop opgestart door de 128 GB SSD. Installeer je games op de SSD, dan laden ze tot wel 2 keer sneller dan als je ze op de harde schijf installeert. Neem je je gameplay op om te laten zien hoe goed je bent, dan heb je opslagruimte genoeg voor je killstreak video's op de 1 TB harde schijf. Maak een compilatievideo van je highlights en deel deze op YouTube.","1.299,-","Asus","90PD01L1-M17360","Wireless AC","4.1","Intel Core i7 7700","NVIDIA GeForce GTX 1060","6000 MB","16 GB","128 GB SSD + 1 TB HDD","17,6 cm x 42,2 cm x 44 cm","9,8 kg"
Desktops QWERTY,"Lenovo All-In-One AIO 520S-23IKU F0CU006ANY","Bedien de Lenovo All-In-One AIO 520S-23IKU F0CU006ANY met je vingers of met het meegeleverde toetsenbord en de muis. Deze pc beschikt namelijk over een touchscreen. Zo swipe je makkelijk door al je bestanden en programma's heen. Of bewerk de laatste vakantiefoto's op deze Lenovo. De NVIDIA GeForce GT 930A videokaart zorgt namelijk voor vloeiende beelden tijdens het bewerken.  Je programma's start je in enkele seconden op via de 256 GB SSD. Je geduld wordt in dat opzicht niet langer op de proef gesteld. Heb je de pc uitgepakt, dan ga je direct aan de slag. Een draadloos toetsenbord en een draadloze muis zijn inbegrepen bij deze all-in-one.","1.299,-","Lenovo","F0CU006ANY","Wireless AC","4.0","Intel Core i7 7500U","NVIDIA GeForce GT 930A","2000 MB","16 GB","256 GB SSD","52,27 cm x 4,17 cm x 32,52 cm","4,43 kg"
Desktops QWERTY,"Lenovo All-In-One AIO 520s-23 F0CU000XNY","De Lenovo All-In-One AIO 520s-23 F0CU000XNY gebruik je om te photoshoppen, films op te kijken of om door je Facebook tijdlijn te swipen. Op het touchscherm zie je ware kleuren door het IPS paneel, wat handig is voor fotobewerking. Terwijl je bezig bent download je op de achtergrond een nieuwe film, want multitasken doe je zonder moeite met de Intel Core i5 processor. De 256 GB SSD start de pc in ongeveer 15 seconden op, dus je gaat snel aan de gang. Na het uitpakken ga je meteen aan de slag met deze Lenovo, want een draadloos toetsenbord en een draadloze muis krijg je erbij.","999,-","Lenovo","F0CU000XNY","Wireless AC","4.0","Intel Core i5 7200U","Intel HD Graphics 620","2000 MB","8 GB","256 GB SSD","32,52 cm x 52,27 cm x 4,17 cm","4,43 kg"
Desktops QWERTY,"Asus Chromebit","Met de Asus Chromebit verander je een tv in een Chromebook. De dongle is niet veel groter dan een usb-stick en beschikt over het Google Chrome besturingssysteem. Log in op je Google-account en je hebt direct toegang tot je favoriete programma's, documenten en instellingen. De Chromebit is geschikt om te browsen, mailen of te streamen.","119,-","Asus","90MA0031-M00140","Wireless AC, Wireless N, Wireless G","4.0","Mediatek RK3288","Mali 764","None","2 GB","16 GB Flash","3,1 cm x 12,3 cm x 1,7 cm","0,075 kg"
Desktops QWERTY,"HP All-In-One 20-c005nd","De HP All-In-One 20-c005nd is feitelijk een scherm met ingebouwde computer, zo bespaar je ruimte en heb je geen last meer van kabels. In deze rustige opstelling houd je de boekhouding bij in Excel, bestel je nieuwe schoenen via internet en bekijk je de leukste filmpjes op Youtube. Al je foto's, muziek en andere bestanden bewaar je op de 1 TB harde schijf. Coolblue busje voor de deur? Met het meegeleverde draadloze toetsenbord en muis ga je na levering meteen aan het werk.","439,-","HP","W3C96EA#ABH","Wireless N, Wireless G, Wireless B","4.0","AMD E2 AMD E2-7110","AMD Radeon R2","None","8 GB","1 TB harde schijf","49,5 cm x 37 cm x 18,4 cm","4,4 kg"
Desktops QWERTY,"MSI Trident 3 VR7RC-027EU","De MSI Trident 3 VR7RC-027EU is een compacte desktop om VR games mee te spelen. Deze Trident heeft namelijk de GTX 1060 videokaart aan boord, die krachtig genoeg is om de aanbevolen 90 frames per seconde te halen voor tijdens het spelen van VR games zonder dat je misselijk wordt. Dus sluit een VR-bril aan via de HDMI poort en dompel jezelf onder in virtual reality. Games start je in een paar seconden op via de 256 GB SSD. Ook halveer je zo de laadtijden van je volgende level. Heb je een toffe screenshot gemaakt of je gameplay opgenomen? Bewaar deze dan op de 1 TB harde schijf. Door zijn compacte formaat plaats je de Trident makkelijk op of onder je bureau zonder dat deze teveel ruimte in beslag neemt.","1.259,-","MSI","Trident 3 VR7RC-027EU","Wireless AC","4.0","Intel Core i7 7700","NVIDIA GeForce GTX 1060","3000 MB","8 GB","256 GB SSD + 1 TB HDD","23,2 cm x 34,6 cm x 7,2 cm","3,17 kg"
Desktops QWERTY,"HP ProDesk 400 G3 1EX82EA","De HP ProDesk 400 G3 1EX82EA is een zakelijke mini desktop waarmee je met meerdere programma's tegelijkertijd werkt. Download bestanden terwijl je afbeeldingen bewerkt voor op je website. Werk je met privacygevoelige informatie? De ingebouwde TPM chip slaat je bestanden versleuteld op, zodat er niemand anders bij kan. Met Windows 10 Pro maak je makkelijk verbinding met andere computers, waardoor je bijvoorbeeld met een laptop toegang hebt tot jouw ProDesk. Lange laadtijden zijn verleden tijd, want de 256 GB SSD start je programma's en bestanden in enkele seconden op. Heeft je pc er even geen zin meer in? Dan komt er de volgende dag een monteur bij je langs om hem te repareren.","799,-","HP","1EX82EA#ABH","None","None","Intel Core i5 7500T","Intel HD Graphics 630","None","8 GB","256 GB SSD","17,7 cm x 3,42 cm x 17,47 cm","1,21 kg"
Desktops QWERTY,"Dell OptiPlex 3050 G7HYR","Analyseer je zakelijke sheets en bewerk afbeeldingen voor je website op de Dell OptiPlex 3050 G7HYR. Dankzij de Core i5 processor werk je gemakkelijk met meerdere programma's tegelijkertijd. Werk je met privacygevoelige informatie? Windows 10 Pro slaat je bestanden versleuteld op en laat je verbinding maken met andere computers, waardoor je bijvoorbeeld met een laptop toegang hebt tot jouw OptiPlex. Met een DisplayPort aansluiting en een HDMI poort op de desktop is de pc geschikt om 2 monitoren op aan te sluiten. Zo heb je veel vensters tegelijk open staan om efficiënt te werken op kantoor. Verder zijn lange laadtijden verleden tijd, want de 128 GB SSD start je programma's en bestanden in enkele seconden op.","699,-","Dell","G7HYR","None","None","Intel Core i5 7500","Intel HD Graphics 630","None","8 GB","128 GB SSD","9,2 cm x 29,2 cm x 29 cm","5,15 kg"
Desktops QWERTY,"Asus VivoPC K20CE-NL017T","Werk op de Asus VivoPC K20CE-NL017T teksten uit, stuur e-mails rond of kijk filmpjes op YouTube. Binnen 15 seconden na het aanzetten is de desktop klaar voor gebruik dankzij de 128 GB SSD. Ook start de SSD programma's binnen enkele seconden op. Door zijn compacte formaat zet je deze pc makkelijk ergens neer. Plaats hem onder je bureau of juist erop. Heb je thuis nog dvd's liggen? Gebruik dan de dvdspeler om een film te kijken ter ontspanning.","349,-","Asus","90PD01C2-M07250","Wireless AC","4.0","Intel Celeron J3060","Intel HD Graphics","None","4 GB","128 GB SSD","9,6 cm x 27,9 cm x 38,1 cm","5 kg"
Desktops QWERTY,"Medion Erazer P66008","Gamen op hoge instellingen? Doe het op de Medion Erazer P66008. Met de NVIDIA GeForce GTX 1050Ti videokaart aan boord speel je de nieuwste games met gemak. Voor je games en overige data is er genoeg ruimte op de 128 GB SSD en 1 TB harde schijf. Heb je nog meer ruimte nodig? Je krijgt een hot swap bay meegeleverd, waar je een extra harde schijf of SSD in doet om zo het geheugen uit te breiden. Daarnaast krijg je er ook een hoofdtelefoon haak bij waar je jouw headset aan ophangt als je klaar bent met gamen. Zo houd je je headset altijd dicht bij je pc en laat je jouw gaming set up zien aan je vrienden.","1.099,-","Medion","10022105","Wireless AC","4.0","Intel Core i7 8700","NVIDIA GeForce GTX 1050Ti","4000 MB","8 GB","128 GB SSD + 1 TB HDD","38,6 cm x 17 cm x 38,1 cm","11 kg"
Desktops QWERTY,"HP ENVY All-In-One Curved 34-b000nd","Deze HP Envy All-In-One Curved 34-b000nd All-in-One desktop heeft een curved scherm van 34 inch waar je makkelijk twee vensters naast elkaar opent. Zo heb je zonder moeite je inbox en Photoshop naast elkaar open staan om je bewerkte foto's direct te versturen via de mail. De NVIDIA GeForce GTX 950M laat je ook video's bewerken op het grote scherm. En omdat de computer in het beeldscherm zit verwerkt, heb je geen last meer van een grote hoeveelheid kabels. Pak de computer uit en sluit hem aan de op de stroom om direct aan de slag te gaan met het toetsenbord en de muis die je erbij krijgt.","2.499,-","HP","1AU25EA#ABH","Wireless AC","4.0","Intel Core i7 7700T","NVIDIA GeForce GTX 950M","4000 MB","16 GB","256 GB SSD + 1 TB HDD","20 cm x 81,5 cm x 45,8 cm","11,5 kg"
Desktops QWERTY,"Acer Predator G6-710 I107042 NL","De Acer Predator G6-710 I107042 NL is voor gamers met een serieuze behoefte aan opslagruimte en grafische kracht. De NVIDIA GeForce GTX 1070 grafische kaart is krachtig genoeg om de nieuwste games op ultra instellingen te draaien. Of dompel jezelf onder in virtual reality wanneer je een VR bril aansluit op de pc. Met een 512 GB SSD en 4 TB harde schijf aan boord heb je nooit meer gebrek aan opslagruimte met deze Predator. Er is meer dan genoeg ruimte voor al je gameplay video's, filmcollectie en screenshots van die mooie headshots. Met deze Predator ga je meteen aan de gang, want je krijgt een toetsenbord en muis bij je aankoop.","2.399,-","Acer","DG.E09EH.003","Wireless AC","4.0","Intel Core i7 7700K","NVIDIA GeForce GTX 1070","8000 MB","16 GB","512 GB SSD + 4 TB HDD","18 cm x 40,9 cm x 51 cm","12 kg"
Desktops QWERTY,"Medion Erazer P66006","Gamen op hoge instellingen? Doe het op de Medion Erazer P66006. Met de NVIDIA GeForce GTX 1050Ti videokaart aan boord speel je de nieuwste games met gemak. Voor je games en overige data is er genoeg ruimte op de 256 GB SSD en 1 TB harde schijf. Heb je nog meer ruimte nodig? Je krijgt een hot swap bay meegeleverd, waar je een extra harde schijf of SSD in doet om zo het geheugen uit te breiden. Daarnaast krijg je er ook een hoofdtelefoon haak bij waar je jouw headset aan ophangt als je klaar bent met gamen. Zo houd je je headset altijd dicht bij je pc en laat je jouw gaming set up zien aan je vrienden.","999,-","Medion","10022103","Wireless AC","4.0","Intel Core i5 8400","NVIDIA GeForce GTX 1050Ti","4000 MB","8 GB","256 GB SSD + 1 TB HDD","38,6 cm x 17 cm x 38,1 cm","11 kg"
Desktops QWERTY,"Lenovo Ideacentre 510S-08IKL 990GB002GNY","Bewerk je vakantiefoto's, maak presentaties en kijk films met de Lenovo Ideacentre 510S-08IKL 990GB002GNY. Dankzij de Intel Core i5 processor werk je met programma's als Photoshop, terwijl je tegelijkertijd muziek streamt via Spotify. Voor het snel starten van programma's heeft deze desktop een 128 GB SSD schijf, waardoor het laden maar een paar seconden duurt. Heb je veel grote bestanden, zoals foto's en films, dan bewaar je deze op de 1 TB harde schijf. De NVIDIA GeForce GT 730 videokaart zorgt ervoor dat je video's bewerkt en vloeiend afspeelt op een Full HD monitor, die je aansluit via de HDMI poort. Via bluetooth sluit je gemakkelijk draadloze speakers, een draadloos toetsenbord of een draadloze muis draadloos aan.","725,-","Lenovo","990GB002GNY","Wireless AC","4.0","Intel Core i5 7400","NVIDIA GeForce GT730","2000 MB","8 GB","128 GB SDD + 1 TB HDD","9,2 cm x 33,6 cm x 29,7 cm","4,13 kg"
Desktops QWERTY,"Medion Erazer P66007","Gamen op ultra instellingen of aan de slag met virtual reality op je pc? Ga dan voor de Medion Erazer P66007. Aan boord van deze pc vind je de NVIDIA GeForce GTX 1060 videokaart, die genoeg kracht biedt voor je favoriete games. Die games start je ook binnen enkele seconden op via de 128 GB SSD. Zo zit je in een mum van tijd in het volgende level. Dan is er ook nog de 1 TB harde schijf, waar je je toffe screenshots en mediabibliotheek op bewaart. Behoefte aan meer geheugen? Gebruik dan de meegeleverde hot swap bay, waarmee je makkelijk een extra harde schijf of SSD toevoegt aan je pc.","999,-","Medion","10022104","Wireless AC","4.0","Intel Core i5 8400","NVIDIA GeForce GTX 1060","3000 MB","8 GB","128 GB SSD + 1 TB HDD","38,6 cm x 17 cm x 38,1 cm","11 kg"
Desktops QWERTY,"MSI VR ONE 7RD-056NL","Ervaar volledige bewegingsvrijheid terwijl je je in virtual reality begeeft met de MSI VR One 7RD-056NL. Deze desktop draag je op je rug als een rugzak, dus hoef je niet meer bang te zijn dat je per ongeluk tegen je desktop stoot of tegen kabels aanloopt. Je koppelt een VR bril aan de bovenkant van de VR ONE, waardoor de kabels achter je hoofd lopen. Vervolgens loop je met een gerust hart rond terwijl je je favoriete game in VR speelt. De verwisselbare accu's van deze desktop gaan ruim 1,5 uur mee. Kom je zonder stroom te zitten? Sluit dan een opgeladen accu aan en ga verder waar je mee bezig was.","2.249,-","MSI","VR ONE 7RD-056NL","Wireless AC","4.1","Intel Core i7 7820HK","NVIDIA GeForce GTX 1060","6000 MB","16 GB","256 GB SSD","29,2 cm x 5,4 cm x 40,9 cm","3,6 kg"
Desktops QWERTY,"HP Omen 880-079nd","Met de HP Omen 880-079nd speel je games als Dishonored 2 en For Honor op ultra instellingen dankzij de NVIDIA GeForce GTX 1080 Ti videokaart. Om een game in virtual reality te spelen, sluit je je VR bril aan op de desktop. Je desktop is binnen 15 seconden opgestart vanwege de 512 GB SSD. Wanneer je games op je SSD installeert, dan laden ze tot wel 2 keer sneller dan als je dit op de harde schijf doet. Neem je je gameplay op om aan je vrienden te laten zien? Dan heb je opslagruimte genoeg voor je killstreak video's op de 2 TB harde schijf. Of maak een compilatievideo en deel deze via YouTube.","2.699,-","HP","1QY14EA#ABH","Wireless AC","4.2","Intel Core i7 7700K","NVIDIA GeForce GTX 1080 Ti","11000 MB","32 GB","512 GB SSD + 2 TB HDD","19,2 cm x 41,72 cm x 44,21 cm","0,0176 kg"
